siteSurvey;main;Site survey page shows information of APs nearby. You may choose one of these APs for connecting or adding it to profile.;تعرض صفحة مسح الموقع معلومات نقاط الوصول القريبة. ويمكنك اختيار إحدى نقاط الوصول هذه للاتصال بها أو إضافتها إلى ملف تعريف.;La page Étude de site affiche des informations sur les point d’accès proches. Vous pouvez choisir une des connexions de points d’accès ou l’ajouter au profil.;;;;;;;;;
treeapp snmp settings;main;SNMP Settings;إعدادات بروتوكول الإدارة البسيطة للشبكة (SNMP);Paramètres de SNMP;;;;;;;;;
link snr;wireless;SNR;SNR;SNR;;;;;;;訊號雜訊比;信噪比;
port filter source ipaddr;admin firewall;Source IP address;عنوان IP المصدر;Adresse IP source;;;;;;;來源端IP位址;来源端IP地址;送信元IPアドレス
port filter warningMsg7;firewall;Source IP address format error.;خطأ تنسيق عنوان IP المصدر.;Erreur de format de l’adresse IP source.;;Source IP address format error.;;;;;;;
port filter source port range;firewall;Source port range;نطاق منفذ المصدر;Plage du port source;;;;;;來源端連接埠範圍;来源端端口范围;;送信元ポート範囲
sysfw spi head;firewall;SPI Firewall;جدار حماية SPI;Pare-feu dynamique;;;;;;;SPI 防火牆;SPI 防火墙;
qos classifier sip;internet;Src. IP address;عنوان IP المصدر;Src. Adresse IP;;;;;;;來源端IP位址;来源端IP地址;
qos classifier sport;internet;Src. port;منفذ المصدر;Port Src.;;;;;;;目的端埠;来源端端口;
station ssid;wireless;SSID;SSID ;Identifiant SSID;;;;;;;無線網路識別碼;服务集合标识符;
GUI SSIDbroadcast;NTC-GUI TELUS-GUI;SSID broadcast;بث SSID;Diffusion SSID ;;;;;;;;SSID 播送;
GUI SSIDname;NTC-GUI TELUS-GUI;SSID Broadcast Name;بث اسم SSID;Nom de diffusion SSID ;;;;;;;;SSID 名称;
secure ssid choice;wireless;SSID choice;اختيار SSID;Choix d’identifiant SSID.;;;;;;;無線網路識別碼的選取;服务集合标识符的选定;
lan dhcp start;internet;Start IP Address;بداية عنوان IP;Démarrer l’adresse IP;;;;;;;起始 IP 位址;起始 IP 地址;
upload logIndex6;admin;Start upgrading - DO NOT POWER OFF WHILE THE ROUTER LEDS ARE BLINKING.;بدء الترقية - لا تقم بإيقاف التشغيل أثناء وميض مصابيح الراوتر.;Démarrer la mise à niveau – NE PAS COUPER LE COURANT TANDIS QUE LES DIODES DEL DU ROUTEUR CLIGNOTENT.;;;;;;;;;
treeapp startup wizard;main;Start-up wizard;معالج بدء التشعيل;Assistant au démarrage ;Startup Wizard;;;;;;;基本设置向导;
treeapp startup wizard;main;Startup wizard;معالج بدء التشعيل;Assistant au démarrage ;Startup Wizard;;;;;;;基本设置向导;
sysfw spi title;firewall;Stateful Packet Inspection (SPI);فحص وحدة المعلومات (Packet) القوي;Inspection dynamique de paquets (SPI);;;;;;;封包狀態檢測 (SPI);数据包状态检测 (SPI);
wan address mode static;internet NTC-GUI;Static;ثابت;Statique;;;;;;;靜態;静态;
wan connection type static;internet NTC-GUI TELUS-GUI;STATIC (fixed IP);ثابت (عنوان IP ثابت);Statique (IP fixe);;;;;;;靜態 (固定 IP);静态 (固定 IP);
wan static mode;internet;Static Mode;الوضع الثابت;Mode statique;;;;;;;靜態模式;静态模式;
lan dhcp static;internet;Statically Assigned;معين بشكل ثابت;Assigné statiquement;;;;;;;靜態指定;静态指定;
11n title;wireless;Station 11n Configurations;تهيئة 11n للمحطة;Configurations 11n de poste;;;;;;;客戶端11n設定;客户端11n配置;
about title;wireless;Station About;حول المحطة ;Poste à propos de;;;;;;;關於客戶端;关于客户端;
staadv title;wireless;Station Advanced Configurations;التهيئة المتقدمة للمحطة;Configurations avancées de poste;;;;;;;客戶端進階設定;客户端高阶配置;
link title;wireless;Station Link Status;حالة رابط المحطة;État du lien du poste;;;;;;;客戶端連線狀態;客户端联机状态;
treeapp station list;main wireless;Station list;قائمة المحطة;Liste des postes;;;;;;;客戶端列表;客户端列表;
prof title;wireless;Station Profile;ملف تعريف المحطة;Profil de poste;;;;;;;客戶端連線設定檔;客户端联机设置档;
scan title;wireless;Station Site Survey;مسح الموقع للمحطة;Étude de site de poste;;;;;;;客戶端掃描;客户端扫描;
statistic title;wireless admin;Station Statistics;إحصائيات المحطة;Statistiques du poste;;;;;;;客戶端統計資料;客户端统计资料;
overview statistic link;main;Statistic;إحصائية;Statistique;;;;;;;統計;统计;
statistics;admin main;Statistics;إحصائيات;Statistiques;;;;;;;;;
status;admin main wireless NTC-GUI internet firewall;Status;الحالة;État;Status;;;;;;;;ステータス
ftp server staytimeout;storage;Stay Timeout;مهلة البقاء;;;;;;;;超時;超时;
treeapp storage;main;Storage;التخزين;Stockage;Storage;Storage;;;;;;;
submit;admin internet NTC-GUI main;Submit;تقديم;Envoyer;;;;;;;;;実施
subnet mask;admin internet wireless NTC-GUI TELUS-GUI;Subnet mask;قناع الشبكة الفرعية;Masque de sous-réseau;;;;;;;;;サブネットマスク
newPin;internet;New PIN;رقم تعريف شخصي (PIN) جديد;Nouveau NIP;;;;;;;;;新しいPIN
GUI sToAdv;NTC-GUI TELUS-GUI;Switch to advanced view;تحويل إلى العرض المتقدم;Basculer à l'affichage avancé;;;;;;;;Switch to 高级设置;
to basic;NTC-GUI TELUS-GUI main;Switch to basic view;تحويل إلى العرض الأساسي;Basculer à l'affichage de base;;;;;;;;;
man ntp sync with host;admin;Sync with host;المزامنة مع المضيف;Synchroniser avec l'hôte;;;;;;;與主機同步;主机同步;
syslog;main;Syslog:  ;سجل النظام:  ;Syslog:  ;;;;;;;;;
treeapp system command;main;System command;أمر النظام;Commande système;;;;;;;系統指令;系统指令;
sysInfo;admin internet wireless;System information;معلومات النظام;Renseignements sur le système;;;;;;;;;システム情報
system Information;admin internet wireless;System Information;معلومات النظام;Renseignements sur le système;;;;;;;;;
system log;NTC-GUI TELUS-GUI admin main;System Log;سجل النظام;Journal du système;;;;;;;;;
man title;admin;System Management;إدارة النظام;Gestion du système;;;;;;;系統管理;系统管理;
treeapp sysMonitor;admin main TELUS-GUI;Ping watchdog;مراقبة النظام;Moniteur système;Watchdogs;;;;;;;系统监视;ウォッチドッグ
treeapp sysMonitor;spec_ntc_v2;Watchdogs;مراقبة النظام;Moniteur système;Watchdogs;;;;;;;系统监视;ウォッチドッグ
startupWatchdog; ;Startup watchdog;;;;;;;;;;;
shutdownWatchdog; ;Shutdown watchdog;;;;;;;;;;;
ethernetPacketWatchdog; ;Ethernet packet watchdog;;;;;;;;;;;
dhcpServerWatchdog; ;DHCP server watchdog;;;;;;;;;;;
usbEnumerationWatchdog; ;USB enumeration watchdog;;;;;;;;;;;
status system platform;admin;System Platform;برنامج النظام;Plate-forme du système;;;;;;;系統平台;系统平台;
setman rebooting;NTC-GUI admin;System rebooting...;جاري إعادة تشغيل النظام...;Redémarrage du système en cours ...;;;;;;;;;システム再起動
treeapp system firewall;main firewall;System Security;أمن النظام;Sécurité du système;;;;;;;系統安全設定;系统安全设置;
sysfw title;firewall;System security settings;إعدادات أمن النظام;Paramètres de sécurité du système;;;;;;;系統安全設定;系统安全设置;
status system up time;admin;System up time;وقت تشغيل النظام;Temps d’utilisation du système;;;;;;;系統正常開機時間;系统正常运行时间;システム稼動時間
status System Up Time;admin;System Up Time;وقت تشغيل النظام;Temps d’utilisation du système;;;;;;;系統正常開機時間;系统正常运行时间;
basicInterface;main;take me to the Basic Interface;انقلني إلى الواجهة الأساسية;Emmenez-moi à l'interface de base;;;;;;;;;
rtcp;main internet;TCP;TCP;TCP;;;;;;;;;TCP
all;main internet;All;All;All;;;;;;;;;全て
qos teardown;wireless;Tear Down;تفكيك;Démontage;;;;;;;捨棄;释放;
port filter warningMsg9;firewall;The requested rule is invalid as the action of this rule would be the same with default policy. Please try again.;يجب أن يكون إجراء هذه القاعدة نفس الإجراء مع السياسة الافتراضية.;L’action de cette règle serait la même avec la politique par défaut.;;The action of this rule would be the same with default policy.;;;;;;;指定されたルールはデフォルト　ポリシと同一なので無効です、やり直して下さい
currentSimStatus;internet;The current SIM status is ;حالة بطاقة SIM الحالية هي;l’état de la carte SIM actuelle est ;;;;;;;;;
destWringFormat;main;The destination has the wrong format. ;تنسيق الوجهة غير صحيح.;La destination est dans un mauvais format. ;;;;;;;;;
howToResectToFactDefaults;main;the device can be reset to factory defaults by pressing and holding the button labelled Reset on the back of the device.;يمكن إعادة ضبط الجهاز إلى الإعدادات الإفتراضية الأساسية للمصنع عن طريق الضغط بشكل مستمر على الزر الذي يحمل عنوان إعادة الضبط في الجانب الخلفي من الجهاز.;L'appareil peut être réinitialisé avec les paramètres par défaut en appuyant sur le bouton Réinitialiser au dos de l'appareil.;;;;;;;;;
resetItself;main;the device will reset itself. You also can choose Periodic Reboot from this page. ;سيقوم الجهاز بإعادة تشغيل ذاتية. يمكنك أيضا اختيار إجراء إعادة التشغيل بشكل متكرر من هذه الصفحة. ;L'appareil se réinitialisera lui-même. Vous pouvez également opter pour une réinitialisation périodique à partir de cette page.;;;;;;;;;
reset3G; ;the device will reset the MBB connection. You also can choose Periodic Reboot to reboot the router from this page. ;سيقوم الجهاز بإعادة تشغيل الاتصال بشكبة الـ MBB. كما يمكنك اختيار إجراء إعادة تشغيل بشكل متكرر لإعادة تشغيل الراوتر من هذه الصفحة.;L'appareil réinitialisera la connexion MBB. Vous pouvez également opter pour une réinitialisation périodique pour réinitialiser le routeur à partir de cette page. ;;;;;;;;;
opmode mode g intro;main;The first ethernet port is treated as WAN port. The other ethernet ports and the wireless interface are bridged together and are treated as LAN ports.;يتم اعتبار منفذ الإيثرنت الأول كمنفذ WAN. ومنافذ الإيثرنت الأخرى وواجهة الشبكة اللاسلكية تجمع مع بعضها وتعتبر منافذ LAN.;Le premier port Ethernet est traité comme un port du réseau étendu. Les autres ports Ethernet et l’interface sans fil sont pontés ensemble et sont traités comme des ports du réseau local.;;;;;;;第一個乙太網路埠視為廣域網路端。其他的乙太網路埠、以及無線網路介面，則串連到單一的橋接器介面，並視為區域網路端。;第一个乙太网络埠视为广域网络端。其他的乙太网络埠、以及无线网络界面，则串连到单一的桥接器界面，并视为局域网端。;
routing warningMsg3;internet;The gateway has wrong format.;تنسيق البوابة غير صحيح.;Le format de la passerelle est invalide.;;The gateway has wrong format.;;;;;;;
secure warningMsg10;wireless;The MAC address in access policy form is invalid.;عنوان MAC الموجود في نموذج سياسة الوصول غير صالح.;L’adresse mac dans le formulaire Politique d’accès est invalide.;;The MAC address in access policy form is invalid.;;;;;;;
GUI GUIgeneralIntroduction;NTC-GUI TELUS-GUI;"The management authentication settings and timezone can be configured below. Please make sure you click ""Save and apply changes"" after making any modifications.";يمكن تهيئة إعدادات مصادقة الإدارة والمنطقة الزمنية أدناه. يرجى التأكد من النقر فوق زر حفظ وتطبيق بعد إجراء أي تغييرات.;Il est possible de configurer les paramètres d’authentification de gestion ainsi que le fuseau horaire tel qu’indiqué ci-dessous. Veuillez vous assurer de cliquer sur « Enregistrer et appliquer les modifications » après avoir effectué des changements.;;The management authentication 设置 and 时区 can be configured below. Please make sure you Click Save and apply after making any changes.;;;;;;;
port filter maxRules;firewall;The maximum rule count is ;الحد الأقصى لعدد القواعد هو;Le compte maximal de règles est ;;;;;;;;;
routing warningMsg2;internet TELUS-GUI;You have entered the netmask incorrectly. Please try again.;تنسيق قناع الشبكة غير صحيح.;Le format du masque de sous-réseau est invalide.;;The netmask has wrong format.;;;;;;;入力されたネットマスクは不正です。再入力して下さい
noSecurity;main NTC-GUI;The network is wide open. Everyone can join, watch the traffic, etc.;"الشبكة مفتوحة بشكل واسع. يمكن لأي شخص الدخول، رؤية الحركة، الخ. هذا يشبه لافتة ""مرحبا، إنترنت مجاني"". الغرباء سيستخدمون شبكتك.";Le réseau est ouvert. Tout le monde peut s'y joindre, surveiller le trafic …;;;;;;;;;
mismatchedPasswords;NTC-GUI TELUS-GUI main;The Passwords entered do not match,  please ensure you enter the same password in both boxes. ;كلمات المرور التي تم إدخالها غير مطابقة، يرجى التأكد من أنك أدخلت كلمة المرور ذاتها في كلا الخانتين.;Votre nom d’utilisateur ou votre mot de passe n'est pas valide. Essayez de nouveau.;;;;;;;;;
GUI warningProfile;NTC-GUI TELUS-GUI;The profile is empty! To set the profile please switch to the Advanced view;ملف التعريف فارغ! لضبط ملف التعريف يرجى الإنتقال إلى العرض المتقدم.;Le profil n'est pas rempli! Pour saisir le profil, basculer dans l'affichage avancé.;;;;;;;;;
GUI waitingMsg4;NTC-GUI admin;The reboot is underway and will take about 2 minutes. You can choose to close this page now or wait until the Status page automatically reloads after the Router finishes rebooting.;جاري إعادة التشغيل وستستغرق العملية حوالي 60 ثانية. يمكنك اختيار إغلاق هذه الصفحة الآن أو الإنتظار حتى تحمل صفحة الحالة تلقائيا بعد إنتهاء عملية إعادة تشغيل الراوتر.;Le redémarrage est en cours et durera environ 2 minutes. Vous pouvez choisir de fermer cette page maintenant ou d’attendre jusqu’à ce que la page État se recharge automatiquement une fois que le Terminal a fini de redémarrer.;;The reboot is underway and will take about 2 minutes. You can choose to close this page now or wait until the Status page automatically reloads after the Smart Hub finishes rebooting.;;;;;;;
basic warningMsg1;wireless;The router not support 802.11a mode;الراوتر لا يدعم وضع 802.11a;Le routeur ne prend pas en charge le mode 802.11a;;;;;;;The router not support 802.11a mode;;
upload warningMsg1;admin;The router will download and upgrade the firmware. The whole upgrade procedure can take 4 minutes. The router shows the status page when the upgrade procedure finishes. Click OK to process;سيقوم الراوتر بتنزيل وترقية الفيرم وير. يمكن أن تستغرق عملية الترقية الكاملة 3 دقائق. يظهر الراوتر صفحة الحالة عند انتهاء عملية الترقية. انقر فوق موافق للمتابعة;Le routeur téléchargera le microprogramme et le mettra à niveau. La procédure complète de la mise à niveau peut durer 4 minutes. Le routeur afficher la page d’état lorsque la procédure de mise à niveau se termine. Cliquez sur OK pour procéder;;;;;;;;The router will download and upgrade the firmware. The whole upgrade procedure can take 4 minutes. The router shows the status page when the upgrade procedure finishes. Click OK to process;
